Emp_ID;MMM.YY;Age;Salary;LastWorkingDate;Designation;Total.Business.Value;Quarterly.Rating;Gender;City;Education_Level;Dateofjoining;Joining.Designation
565;01.08.2017;37;56543,00 USD;;3;601180;3;Male;C28;Bachelor;23.09.2016;3
565;01.09.2017;37;56543,00 USD;;3;1072340;3;Male;C28;Bachelor;23.09.2016;3
565;01.10.2017;37;56543,00 USD;;3;802720;3;Male;C28;Bachelor;23.09.2016;3
565;01.11.2017;37;56543,00 USD;;3;869150;3;Male;C28;Bachelor;23.09.2016;3
565;01.12.2017;37;56543,00 USD;;3;406420;3;Male;C28;Bachelor;23.09.2016;3
566;01.01.2016;35;50504,00 USD;;1;568480;3;Male;C10;Master;22.05.2015;1
566;01.02.2016;35;50504,00 USD;;1;202600;3;Male;C10;Master;22.05.2015;1
566;01.03.2016;35;50504,00 USD;;1;1173960;3;Male;C10;Master;22.05.2015;1
566;01.04.2016;35;50504,00 USD;;1;369770;3;Male;C10;Master;22.05.2015;1
566;01.05.2016;35;50504,00 USD;;1;250560;3;Male;C10;Master;22.05.2015;1
566;01.06.2016;35;50504,00 USD;;1;200000;3;Male;C10;Master;22.05.2015;1
566;01.07.2016;35;50504,00 USD;;1;244380;2;Male;C10;Master;22.05.2015;1
566;01.08.2016;36;50504,00 USD;;1;193520;2;Male;C10;Master;22.05.2015;1
566;01.09.2016;36;50504,00 USD;;1;272160;2;Male;C10;Master;22.05.2015;1
566;01.10.2016;36;50504,00 USD;;1;171270;2;Male;C10;Master;22.05.2015;1
566;01.11.2016;36;50504,00 USD;;1;270790;2;Male;C10;Master;22.05.2015;1
566;01.12.2016;36;50504,00 USD;;1;128160;2;Male;C10;Master;22.05.2015;1
566;01.01.2017;36;50504,00 USD;;1;543640;2;Male;C10;Master;22.05.2015;1
566;01.02.2017;36;50504,00 USD;;1;696880;2;Male;C10;Master;22.05.2015;1
566;01.03.2017;36;50504,00 USD;;1;606820;2;Male;C10;Master;22.05.2015;1
566;01.04.2017;36;50504,00 USD;;1;150770;3;Male;C10;Master;22.05.2015;1
566;01.05.2017;36;50504,00 USD;;1;845210;3;Male;C10;Master;22.05.2015;1
566;01.06.2017;36;50504,00 USD;;1;166660;3;Male;C10;Master;22.05.2015;1
566;01.07.2017;36;50504,00 USD;;1;0;1;Male;C10;Master;22.05.2015;1
566;01.08.2017;37;50504,00 USD;29.07.2017;1;0;1;Male;C10;Master;22.05.2015;1
568;01.01.2016;31;55600,00 USD;;3;4306190;4;Male;C16;Bachelor;21.05.2015;1
568;01.02.2016;31;55600,00 USD;;3;860010;4;Male;C16;Bachelor;21.05.2015;1
568;01.03.2016;31;55600,00 USD;;3;7434340;4;Male;C16;Bachelor;21.05.2015;1
568;01.04.2016;31;55600,00 USD;;3;172420;3;Male;C16;Bachelor;21.05.2015;1
568;01.05.2016;31;55600,00 USD;;3;673630;3;Male;C16;Bachelor;21.05.2015;1
568;01.06.2016;31;55600,00 USD;;3;271470;3;Male;C16;Bachelor;21.05.2015;1
568;01.07.2016;32;55600,00 USD;;3;684270;4;Male;C16;Bachelor;21.05.2015;1
568;01.08.2016;32;55600,00 USD;;3;866890;4;Male;C16;Bachelor;21.05.2015;1
568;01.09.2016;32;55600,00 USD;;3;2114060;4;Male;C16;Bachelor;21.05.2015;1
568;01.10.2016;32;55600,00 USD;;3;1570420;4;Male;C16;Bachelor;21.05.2015;1
568;01.11.2016;32;55600,00 USD;;3;1270500;4;Male;C16;Bachelor;21.05.2015;1
568;01.12.2016;32;55600,00 USD;;3;297350;4;Male;C16;Bachelor;21.05.2015;1
568;01.01.2017;32;55600,00 USD;;3;1726780;4;Male;C16;Bachelor;21.05.2015;1
568;01.02.2017;32;55600,00 USD;;3;2281830;4;Male;C16;Bachelor;21.05.2015;1
568;01.03.2017;32;55600,00 USD;;3;8374070;4;Male;C16;Bachelor;21.05.2015;1
568;01.04.2017;32;55600,00 USD;;3;363760;4;Male;C16;Bachelor;21.05.2015;1
568;01.05.2017;32;55600,00 USD;;3;839060;4;Male;C16;Bachelor;21.05.2015;1
568;01.06.2017;32;55600,00 USD;;3;1440180;4;Male;C16;Bachelor;21.05.2015;1
568;01.07.2017;33;55600,00 USD;;3;712850;3;Male;C16;Bachelor;21.05.2015;1
568;01.08.2017;33;55600,00 USD;;3;1184350;3;Male;C16;Bachelor;21.05.2015;1
568;01.09.2017;33;60655,00 USD;;4;1004830;2;Male;C16;Bachelor;21.05.2015;1
568;01.10.2017;33;60655,00 USD;;4;391310;2;Male;C16;Bachelor;21.05.2015;1
568;01.11.2017;33;60655,00 USD;;4;444990;2;Male;C16;Bachelor;21.05.2015;1
568;01.12.2017;33;60655,00 USD;;4;2382130;2;Male;C16;Bachelor;21.05.2015;1
569;01.01.2016;38;111743,00 USD;;3;200000;3;Female;C26;College;31.12.2012;2
569;01.02.2016;38;111743,00 USD;;3;1617630;3;Female;C26;College;31.12.2012;2
569;01.03.2016;38;111743,00 USD;;3;2885720;3;Female;C26;College;31.12.2012;2
569;01.04.2016;38;111743,00 USD;;3;155320;2;Female;C26;College;31.12.2012;2
569;01.05.2016;38;111743,00 USD;;3;291010;2;Female;C26;College;31.12.2012;2
569;01.06.2016;38;111743,00 USD;;3;147900;2;Female;C26;College;31.12.2012;2
569;01.07.2016;38;111743,00 USD;;3;850000;4;Female;C26;College;31.12.2012;2
569;01.08.2016;39;111743,00 USD;;3;912000;4;Female;C26;College;31.12.2012;2
569;01.09.2016;39;111743,00 USD;;3;1765000;4;Female;C26;College;31.12.2012;2
569;01.10.2016;39;111743,00 USD;;3;172000;3;Female;C26;College;31.12.2012;2
569;01.11.2016;39;111743,00 USD;;3;715600;3;Female;C26;College;31.12.2012;2
569;01.12.2016;39;111743,00 USD;;3;1035520;3;Female;C26;College;31.12.2012;2
569;01.01.2017;39;111743,00 USD;;3;700000;4;Female;C26;College;31.12.2012;2
569;01.02.2017;39;111743,00 USD;;3;2253990;4;Female;C26;College;31.12.2012;2
569;01.03.2017;39;111743,00 USD;;3;5669390;4;Female;C26;College;31.12.2012;2
569;01.04.2017;39;111743,00 USD;;3;2291430;4;Female;C26;College;31.12.2012;2
569;01.05.2017;39;111743,00 USD;;3;0;4;Female;C26;College;31.12.2012;2
569;01.06.2017;39;111743,00 USD;;3;0;4;Female;C26;College;31.12.2012;2
569;01.07.2017;39;111743,00 USD;;3;2896080;4;Female;C26;College;31.12.2012;2
569;01.08.2017;40;111743,00 USD;;3;1000680;4;Female;C26;College;31.12.2012;2
569;01.09.2017;40;111743,00 USD;;3;1401000;4;Female;C26;College;31.12.2012;2
569;01.10.2017;40;111743,00 USD;;3;536580;3;Female;C26;College;31.12.2012;2
569;01.11.2017;40;111743,00 USD;;3;1036230;3;Female;C26;College;31.12.2012;2
569;01.12.2017;40;111743,00 USD;;3;997300;3;Female;C26;College;31.12.2012;2
570;01.01.2017;33;37929,00 USD;;1;0;2;Female;C19;Master;06.01.2017;1
570;01.02.2017;33;37929,00 USD;;1;0;2;Female;C19;Master;06.01.2017;1
570;01.03.2017;33;37929,00 USD;;1;1276120;2;Female;C19;Master;06.01.2017;1
570;01.04.2017;33;37929,00 USD;;1;301090;4;Female;C19;Master;06.01.2017;1
570;01.05.2017;33;37929,00 USD;;1;499000;4;Female;C19;Master;06.01.2017;1
570;01.06.2017;33;37929,00 USD;;1;2203840;4;Female;C19;Master;06.01.2017;1
570;01.07.2017;33;37929,00 USD;;1;300000;2;Female;C19;Master;06.01.2017;1
570;01.08.2017;33;37929,00 USD;;1;0;2;Female;C19;Master;06.01.2017;1
570;01.09.2017;33;37929,00 USD;;1;829720;2;Female;C19;Master;06.01.2017;1
570;01.10.2017;33;37929,00 USD;;1;628280;3;Female;C19;Master;06.01.2017;1
570;01.11.2017;33;37929,00 USD;;1;720000;3;Female;C19;Master;06.01.2017;1
570;01.12.2017;34;37929,00 USD;;1;671210;3;Female;C19;Master;06.01.2017;1
571;01.07.2017;32;95826,00 USD;;3;0;1;Female;C3;Master;28.07.2017;3
571;01.08.2017;32;95826,00 USD;;3;0;1;Female;C3;Master;28.07.2017;3
571;01.09.2017;32;95826,00 USD;;3;527720;1;Female;C3;Master;28.07.2017;3
571;01.10.2017;32;95826,00 USD;;3;0;2;Female;C3;Master;28.07.2017;3
571;01.11.2017;32;95826,00 USD;;3;530010;2;Female;C3;Master;28.07.2017;3
571;01.12.2017;32;95826,00 USD;;3;220000;2;Female;C3;Master;28.07.2017;3
572;01.02.2017;29;31890,00 USD;;2;0;1;Female;C2;Colege;02.02.2017;2
572;01.03.2017;30;31890,00 USD;;2;750010;1;Female;C2;Colege;02.02.2017;2
572;01.04.2017;30;31890,00 USD;;2;0;1;Female;C2;Colege;02.02.2017;2
572;01.05.2017;30;31890,00 USD;;2;360000;1;Female;C2;Colege;02.02.2017;2
572;01.06.2017;30;31890,00 USD;;2;149760;1;Female;C2;Colege;02.02.2017;2
572;01.07.2017;30;31890,00 USD;27.07.2017;2;422800;2;Female;C2;Colege;02.02.2017;2
573;01.05.2017;26;54026,00 USD;;2;0;1;Male;C28;Master;03.05.2017;2
573;01.06.2017;27;54026,00 USD;;2;0;1;Male;C28;Master;03.05.2017;2
573;01.07.2017;27;54026,00 USD;07.07.2017;2;0;1;Male;C28;Master;03.05.2017;2
574;01.07.2016;39;70144,00 USD;;2;0;1;Male;C13;Colege;04.07.2016;2
574;01.08.2016;39;70144,00 USD;;2;0;1;Male;C13;Colege;04.07.2016;2
574;01.09.2016;39;70144,00 USD;;2;0;1;Male;C13;Colege;04.07.2016;2
574;01.10.2016;39;70144,00 USD;;2;126120;1;Male;C13;Colege;04.07.2016;2
574;01.11.2016;40;70144,00 USD;;2;0;1;Male;C13;Colege;04.07.2016;2
574;01.12.2016;40;70144,00 USD;29.11.2016;2;255540;1;Male;C13;Colege;04.07.2016;2
575;01.12.2017;27;39391,00 USD;;1;0;1;Male;C25;Master;21.12.2017;1
576;01.05.2017;30;68356,00 USD;;3;0;1;Female;C22;Colege;08.05.2017;3
576;01.06.2017;30;68356,00 USD;;3;0;1;Female;C22;Colege;08.05.2017;3
576;01.07.2017;30;68356,00 USD;;3;242560;1;Female;C22;Colege;08.05.2017;3
576;01.08.2017;30;68356,00 USD;;3;0;1;Female;C22;Colege;08.05.2017;3
576;01.09.2017;30;68356,00 USD;;3;0;1;Female;C22;Colege;08.05.2017;3
576;01.10.2017;31;68356,00 USD;26.10.2017;3;0;1;Female;C22;Colege;08.05.2017;3
577;01.05.2017;29;108091,00 USD;;3;0;1;Female;C14;Master;03.05.2017;3
577;01.06.2017;29;108091,00 USD;;3;0;1;Female;C14;Master;03.05.2017;3
577;01.07.2017;29;108091,00 USD;;3;0;1;Female;C14;Master;03.05.2017;3
577;01.08.2017;29;108091,00 USD;;3;158570;1;Female;C14;Master;03.05.2017;3
577;01.09.2017;29;108091,00 USD;;3;0;1;Female;C14;Master;03.05.2017;3
577;01.10.2017;29;108091,00 USD;26.10.2017;3;0;1;Female;C14;Master;03.05.2017;3
578;01.01.2016;35;46169,00 USD;19.01.2016;2;0;1;Male;C29;Bachelor;21.12.2015;2
579;01.01.2016;30;70570,00 USD;;2;425930;2;Female;C5;Master;30.06.2014;1
579;01.02.2016;30;70570,00 USD;;2;407370;2;Female;C5;Master;30.06.2014;1
579;01.03.2016;30;70570,00 USD;;2;500000;2;Female;C5;Master;30.06.2014;1
579;01.04.2016;30;70570,00 USD;;2;0;1;Female;C5;Master;30.06.2014;1
579;01.05.2016;30;70570,00 USD;;2;0;1;Female;C5;Master;30.06.2014;1
579;01.06.2016;30;70570,00 USD;;2;250000;1;Female;C5;Master;30.06.2014;1
579;01.07.2016;30;70570,00 USD;29.06.2016;2;0;1;Female;C5;Master;30.06.2014;1
580;01.01.2016;40;51189,00 USD;;1;552910;4;Female;C18;Master;27.07.2015;1
580;01.02.2016;40;51189,00 USD;;1;911040;4;Female;C18;Master;27.07.2015;1
580;01.03.2016;40;51189,00 USD;;1;1804800;4;Female;C18;Master;27.07.2015;1
580;01.04.2016;40;51189,00 USD;;1;238620;3;Female;C18;Master;27.07.2015;1
580;01.05.2016;40;51189,00 USD;;1;441030;3;Female;C18;Master;27.07.2015;1
580;01.06.2016;40;51189,00 USD;;1;402610;3;Female;C18;Master;27.07.2015;1
580;01.07.2016;41;51189,00 USD;;1;478670;4;Female;C18;Master;27.07.2015;1
580;01.08.2016;41;51189,00 USD;;1;306210;4;Female;C18;Master;27.07.2015;1
580;01.09.2016;41;51189,00 USD;;1;1255300;4;Female;C18;Master;27.07.2015;1
580;01.10.2016;41;51189,00 USD;;1;445160;4;Female;C18;Master;27.07.2015;1
580;01.11.2016;41;51189,00 USD;;1;484420;4;Female;C18;Master;27.07.2015;1
580;01.12.2016;41;51189,00 USD;;1;650000;4;Female;C18;Master;27.07.2015;1
580;01.01.2017;41;51189,00 USD;;1;966070;4;Female;C18;Master;27.07.2015;1
580;01.02.2017;41;51189,00 USD;;1;1863600;4;Female;C18;Master;27.07.2015;1
580;01.03.2017;41;51189,00 USD;;1;3202270;4;Female;C18;Master;27.07.2015;1
580;01.04.2017;41;51189,00 USD;;1;113040;3;Female;C18;Master;27.07.2015;1
580;01.05.2017;41;51189,00 USD;;1;584050;3;Female;C18;Master;27.07.2015;1
580;01.06.2017;41;51189,00 USD;;1;502890;3;Female;C18;Master;27.07.2015;1
580;01.07.2017;42;51189,00 USD;;1;729910;4;Female;C18;Master;27.07.2015;1
580;01.08.2017;42;51189,00 USD;;1;426440;4;Female;C18;Master;27.07.2015;1
580;01.09.2017;42;51189,00 USD;;1;1255560;4;Female;C18;Master;27.07.2015;1
580;01.10.2017;42;51189,00 USD;;1;977910;3;Female;C18;Master;27.07.2015;1
580;01.11.2017;42;51189,00 USD;;1;300790;3;Female;C18;Master;27.07.2015;1
580;01.12.2017;42;56877,00 USD;;2;755970;4;Female;C18;Master;27.07.2015;1
581;01.01.2016;40;52641,00 USD;;1;432650;4;Male;C25;Master;10.01.2015;1
581;01.02.2016;40;52641,00 USD;;1;895710;4;Male;C25;Master;10.01.2015;1
581;01.03.2016;40;52641,00 USD;;1;2597570;4;Male;C25;Master;10.01.2015;1
581;01.04.2016;40;52641,00 USD;;1;242460;3;Male;C25;Master;10.01.2015;1
581;01.05.2016;40;52641,00 USD;;1;446850;3;Male;C25;Master;10.01.2015;1
581;01.06.2016;40;52641,00 USD;;1;518420;3;Male;C25;Master;10.01.2015;1
581;01.07.2016;40;52641,00 USD;;1;326060;2;Male;C25;Master;10.01.2015;1
581;01.08.2016;40;52641,00 USD;;1;194070;2;Male;C25;Master;10.01.2015;1
581;01.09.2016;40;52641,00 USD;;1;484680;2;Male;C25;Master;10.01.2015;1
581;01.10.2016;41;52641,00 USD;;1;594000;3;Male;C25;Master;10.01.2015;1
581;01.11.2016;41;52641,00 USD;;1;717160;3;Male;C25;Master;10.01.2015;1
581;01.12.2016;41;52641,00 USD;;1;184200;3;Male;C25;Master;10.01.2015;1
581;01.01.2017;41;52641,00 USD;;1;471250;4;Male;C25;Master;10.01.2015;1
581;01.02.2017;41;52641,00 USD;;1;475300;4;Male;C25;Master;10.01.2015;1
581;01.03.2017;41;52641,00 USD;;1;4016340;4;Male;C25;Master;10.01.2015;1
581;01.04.2017;41;52641,00 USD;;1;296590;3;Male;C25;Master;10.01.2015;1
581;01.05.2017;41;52641,00 USD;;1;696770;3;Male;C25;Master;10.01.2015;1
581;01.06.2017;41;52641,00 USD;;1;148790;3;Male;C25;Master;10.01.2015;1
581;01.07.2017;41;52641,00 USD;;1;739390;2;Male;C25;Master;10.01.2015;1
581;01.08.2017;41;52641,00 USD;;1;410510;2;Male;C25;Master;10.01.2015;1
581;01.09.2017;41;52641,00 USD;;1;130550;2;Male;C25;Master;10.01.2015;1
581;01.10.2017;42;52641,00 USD;;1;562610;3;Male;C25;Master;10.01.2015;1
581;01.11.2017;42;52641,00 USD;;1;467820;3;Male;C25;Master;10.01.2015;1
581;01.12.2017;42;52641,00 USD;;1;425410;3;Male;C25;Master;10.01.2015;1
582;01.11.2016;32;47682,00 USD;;2;0;1;Female;C10;Master;25.11.2016;2
582;01.12.2016;32;47682,00 USD;;2;0;1;Female;C10;Master;25.11.2016;2
582;01.01.2017;32;47682,00 USD;;2;0;2;Female;C10;Master;25.11.2016;2
582;01.02.2017;32;47682,00 USD;;2;2750560;2;Female;C10;Master;25.11.2016;2
582;01.03.2017;33;47682,00 USD;;2;500000;2;Female;C10;Master;25.11.2016;2
582;01.04.2017;33;47682,00 USD;;2;10703580;4;Female;C10;Master;25.11.2016;2
582;01.05.2017;33;47682,00 USD;;2;2000000;4;Female;C10;Master;25.11.2016;2
582;01.06.2017;33;47682,00 USD;;2;1000000;4;Female;C10;Master;25.11.2016;2
582;01.07.2017;33;47682,00 USD;;2;2658210;4;Female;C10;Master;25.11.2016;2
582;01.08.2017;33;47682,00 USD;;2;2212780;4;Female;C10;Master;25.11.2016;2
582;01.09.2017;33;47682,00 USD;;2;1639980;4;Female;C10;Master;25.11.2016;2
582;01.10.2017;33;52450,00 USD;;3;0;3;Female;C10;Master;25.11.2016;2
582;01.11.2017;33;52450,00 USD;;3;1203440;3;Female;C10;Master;25.11.2016;2
582;01.12.2017;33;47682,00 USD;;2;2150900;4;Female;C10;Master;25.11.2016;2
583;01.08.2017;31;59926,00 USD;;2;602120;2;Male;C11;Colege;31.07.2017;2
583;01.09.2017;31;59926,00 USD;;2;0;2;Male;C11;Colege;31.07.2017;2
583;01.10.2017;31;59926,00 USD;;2;975650;3;Male;C11;Colege;31.07.2017;2
583;01.11.2017;31;59926,00 USD;;2;250240;3;Male;C11;Colege;31.07.2017;2
583;01.12.2017;31;59926,00 USD;;2;0;3;Male;C11;Colege;31.07.2017;2
584;01.01.2016;28;51593,00 USD;;3;242870;1;Female;C1;Colege;01.10.2012;2
584;01.02.2016;29;51593,00 USD;;3;342760;1;Female;C1;Colege;01.10.2012;2
584;01.03.2016;29;51593,00 USD;08.03.2016;3;0;1;Female;C1;Colege;01.10.2012;2
585;01.01.2016;41;14989,00 USD;16.01.2016;1;0;1;Female;C4;College;26.10.2015;1
587;01.06.2017;33;96680,00 USD;;3;0;1;Female;C20;Colege;27.05.2017;3
587;01.07.2017;33;96680,00 USD;;3;0;3;Female;C20;Colege;27.05.2017;3
587;01.08.2017;33;96680,00 USD;;3;2109710;3;Female;C20;Colege;27.05.2017;3
587;01.09.2017;33;96680,00 USD;;3;720690;3;Female;C20;Colege;27.05.2017;3
587;01.10.2017;33;96680,00 USD;;3;254050;4;Female;C20;Colege;27.05.2017;3
587;01.11.2017;34;96680,00 USD;;3;251210;4;Female;C20;Colege;27.05.2017;3
587;01.12.2017;34;96680,00 USD;;3;2956180;4;Female;C20;Colege;27.05.2017;3
588;01.05.2017;28;17660,00 USD;;2;0;1;Female;C13;Colege;01.05.2017;2
588;01.06.2017;28;17660,00 USD;;2;321200;1;Female;C13;Colege;01.05.2017;2
588;01.07.2017;28;17660,00 USD;;2;492450;2;Female;C13;Colege;01.05.2017;2
588;01.08.2017;28;17660,00 USD;;2;484360;2;Female;C13;Colege;01.05.2017;2
588;01.09.2017;28;17660,00 USD;;2;350000;2;Female;C13;Colege;01.05.2017;2
588;01.10.2017;28;17660,00 USD;;2;0;1;Female;C13;Colege;01.05.2017;2
588;01.11.2017;28;17660,00 USD;31.10.2017;2;0;1;Female;C13;Colege;01.05.2017;2
591;01.10.2017;36;100882,00 USD;;3;0;2;Male;C7;Master;28.09.2017;3
591;01.11.2017;36;100882,00 USD;;3;0;2;Male;C7;Master;28.09.2017;3
591;01.12.2017;36;100882,00 USD;;3;1395620;2;Male;C7;Master;28.09.2017;3
592;01.01.2016;40;67624,00 USD;;2;923700;2;Female;C20;Bachelor;04.05.2015;1
592;01.02.2016;40;67624,00 USD;;2;533000;2;Female;C20;Bachelor;04.05.2015;1
592;01.03.2016;40;67624,00 USD;;2;1192240;2;Female;C20;Bachelor;04.05.2015;1
592;01.04.2016;40;67624,00 USD;;2;97150;2;Female;C20;Bachelor;04.05.2015;1
592;01.05.2016;40;67624,00 USD;;2;219100;2;Female;C20;Bachelor;04.05.2015;1
592;01.06.2016;40;67624,00 USD;;2;300450;2;Female;C20;Bachelor;04.05.2015;1
592;01.07.2016;40;67624,00 USD;;2;0;2;Female;C20;Bachelor;04.05.2015;1
592;01.08.2016;40;67624,00 USD;;2;854970;2;Female;C20;Bachelor;04.05.2015;1
592;01.09.2016;40;67624,00 USD;;2;480730;2;Female;C20;Bachelor;04.05.2015;1
592;01.10.2016;41;67624,00 USD;;2;783710;2;Female;C20;Bachelor;04.05.2015;1
592;01.11.2016;41;67624,00 USD;;2;307210;2;Female;C20;Bachelor;04.05.2015;1
592;01.12.2016;41;67624,00 USD;;2;200000;2;Female;C20;Bachelor;04.05.2015;1
592;01.01.2017;41;67624,00 USD;;2;0;1;Female;C20;Bachelor;04.05.2015;1
592;01.02.2017;41;67624,00 USD;;2;573650;1;Female;C20;Bachelor;04.05.2015;1
592;01.03.2017;41;67624,00 USD;;2;464130;1;Female;C20;Bachelor;04.05.2015;1
592;01.04.2017;41;67624,00 USD;;2;0;1;Female;C20;Bachelor;04.05.2015;1
592;01.05.2017;41;67624,00 USD;;2;200000;1;Female;C20;Bachelor;04.05.2015;1
592;01.06.2017;41;67624,00 USD;;2;0;1;Female;C20;Bachelor;04.05.2015;1
592;01.07.2017;41;67624,00 USD;;2;0;2;Female;C20;Bachelor;04.05.2015;1
592;01.08.2017;41;67624,00 USD;;2;653930;2;Female;C20;Bachelor;04.05.2015;1
592;01.09.2017;41;67624,00 USD;;2;681900;2;Female;C20;Bachelor;04.05.2015;1
592;01.10.2017;42;67624,00 USD;;2;350010;2;Female;C20;Bachelor;04.05.2015;1
592;01.11.2017;42;67624,00 USD;;2;0;2;Female;C20;Bachelor;04.05.2015;1
592;01.12.2017;42;67624,00 USD;;2;402500;2;Female;C20;Bachelor;04.05.2015;1
593;01.03.2017;38;86336,00 USD;;3;990000;2;Male;C23;Colege;27.02.2017;3
593;01.04.2017;38;86336,00 USD;;3;233040;3;Male;C23;Colege;27.02.2017;3
593;01.05.2017;38;86336,00 USD;;3;744120;3;Male;C23;Colege;27.02.2017;3
593;01.06.2017;38;86336,00 USD;;3;245160;3;Male;C23;Colege;27.02.2017;3
593;01.07.2017;38;86336,00 USD;;3;173880;3;Male;C23;Colege;27.02.2017;3
593;01.08.2017;39;86336,00 USD;;3;1649280;3;Male;C23;Colege;27.02.2017;3
593;01.09.2017;39;86336,00 USD;;3;0;3;Male;C23;Colege;27.02.2017;3
593;01.10.2017;39;86336,00 USD;;3;0;1;Male;C23;Colege;27.02.2017;3
593;01.11.2017;39;86336,00 USD;06.11.2017;3;0;1;Male;C23;Colege;27.02.2017;3
594;01.09.2017;30;41093,00 USD;;2;0;1;Male;C19;Colege;21.09.2017;2
594;01.10.2017;30;41093,00 USD;;2;0;1;Male;C19;Colege;21.09.2017;2
594;01.11.2017;30;41093,00 USD;;2;153470;1;Male;C19;Colege;21.09.2017;2
594;01.12.2017;30;41093,00 USD;;2;150440;1;Male;C19;Colege;21.09.2017;2
595;01.07.2017;30;55828,00 USD;;2;0;1;Male;C26;Colege;04.07.2017;2
595;01.08.2017;30;55828,00 USD;;2;0;1;Male;C26;Colege;04.07.2017;2
595;01.09.2017;30;55828,00 USD;;2;150730;1;Male;C26;Colege;04.07.2017;2
595;01.10.2017;30;55828,00 USD;;2;230940;2;Male;C26;Colege;04.07.2017;2
595;01.11.2017;30;55828,00 USD;;2;651770;2;Male;C26;Colege;04.07.2017;2
595;01.12.2017;30;55828,00 USD;;2;1300;2;Male;C26;Colege;04.07.2017;2
596;01.01.2016;29;66483,00 USD;;2;50000;2;Male;C12;Colege;24.08.2015;2
596;01.02.2016;29;66483,00 USD;;2;232810;2;Male;C12;Colege;24.08.2015;2
596;01.03.2016;29;66483,00 USD;;2;766310;2;Male;C12;Colege;24.08.2015;2
596;01.04.2016;29;66483,00 USD;;2;0;1;Male;C12;Colege;24.08.2015;2
596;01.05.2016;29;66483,00 USD;06.05.2016;2;0;1;Male;C12;Colege;24.08.2015;2
597;01.08.2017;28;85926,00 USD;;3;0;1;Female;C23;Master;01.08.2017;3
597;01.09.2017;28;85926,00 USD;;3;203470;1;Female;C23;Master;01.08.2017;3
597;01.10.2017;28;85926,00 USD;;3;411340;2;Female;C23;Master;01.08.2017;3
597;01.11.2017;28;85926,00 USD;;3;500000;2;Female;C23;Master;01.08.2017;3
597;01.12.2017;28;85926,00 USD;;3;498620;2;Female;C23;Master;01.08.2017;3
598;01.01.2016;38;78135,00 USD;;2;109700;2;Female;C9;Bachelor;17.12.2015;2
598;01.02.2016;38;78135,00 USD;;2;204090;2;Female;C9;Bachelor;17.12.2015;2
598;01.03.2016;38;78135,00 USD;;2;2100500;2;Female;C9;Bachelor;17.12.2015;2
598;01.04.2016;38;78135,00 USD;;2;0;2;Female;C9;Bachelor;17.12.2015;2
598;01.05.2016;38;78135,00 USD;;2;303510;2;Female;C9;Bachelor;17.12.2015;2
598;01.06.2016;38;78135,00 USD;;2;411730;2;Female;C9;Bachelor;17.12.2015;2
598;01.07.2016;38;78135,00 USD;;2;100820;1;Female;C9;Bachelor;17.12.2015;2
598;01.08.2016;38;78135,00 USD;;2;300300;1;Female;C9;Bachelor;17.12.2015;2
598;01.09.2016;38;78135,00 USD;07.09.2016;2;0;1;Female;C9;Bachelor;17.12.2015;2
599;01.12.2017;27;71458,00 USD;;2;0;1;Female;C3;Bachelor;14.12.2017;2
600;01.10.2016;28;115293,00 USD;;3;0;2;Male;C2;Bachelor;13.10.2016;3
600;01.11.2016;28;115293,00 USD;;3;0;2;Male;C2;Bachelor;13.10.2016;3
600;01.12.2016;28;115293,00 USD;;3;1100200;2;Male;C2;Bachelor;13.10.2016;3
600;01.01.2017;29;115293,00 USD;;3;783580;1;Male;C2;Bachelor;13.10.2016;3
600;01.02.2017;29;115293,00 USD;;3;0;1;Male;C2;Bachelor;13.10.2016;3
600;01.03.2017;29;115293,00 USD;;3;0;1;Male;C2;Bachelor;13.10.2016;3
600;01.04.2017;29;115293,00 USD;01.04.2017;3;0;1;Male;C2;Bachelor;13.10.2016;3
601;01.01.2016;33;39119,00 USD;;2;246330;1;Female;C19;Bachelor;23.05.2013;1
601;01.02.2016;33;39119,00 USD;;2;151540;1;Female;C19;Bachelor;23.05.2013;1
601;01.03.2016;33;39119,00 USD;;2;544260;1;Female;C19;Bachelor;23.05.2013;1
601;01.04.2016;33;39119,00 USD;;2;0;1;Female;C19;Bachelor;23.05.2013;1
601;01.05.2016;33;39119,00 USD;12.05.2016;2;0;1;Female;C19;Bachelor;23.05.2013;1
602;01.04.2017;28;49553,00 USD;;2;0;1;Male;C9;Colege;04.04.2017;2
602;01.05.2017;28;49553,00 USD;22.05.2017;2;0;1;Male;C9;Colege;04.04.2017;2
603;01.10.2016;30;64842,00 USD;;2;0;1;Male;C15;Colege;22.10.2016;2
603;01.11.2016;30;64842,00 USD;;2;0;1;Male;C15;Colege;22.10.2016;2
603;01.12.2016;30;64842,00 USD;;2;150280;1;Male;C15;Colege;22.10.2016;2
603;01.01.2017;30;64842,00 USD;;2;999000;2;Male;C15;Colege;22.10.2016;2
603;01.02.2017;30;64842,00 USD;;2;150560;2;Male;C15;Colege;22.10.2016;2
603;01.03.2017;30;64842,00 USD;;2;302200;2;Male;C15;Colege;22.10.2016;2
603;01.04.2017;30;64842,00 USD;;2;0;1;Male;C15;Colege;22.10.2016;2
603;01.05.2017;30;64842,00 USD;01.05.2017;2;0;1;Male;C15;Colege;22.10.2016;2
604;01.01.2016;45;65856,00 USD;;2;551260;2;Female;C26;Bachelor;27.05.2013;1
